,学校名,考试方式,院系所,专业,研究方向,学习方式,拟招生人数,政治,外语,业务课一,业务课二
546,,统考,(903)哈尔滨工业大学（深圳）,(085400)(专业学位)电子信息,(34)集成电路工程,全日制,"('研究方向：7(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(806)半导体物理
547,,统考,(903)哈尔滨工业大学（深圳）,(085400)(专业学位)电子信息,(35)控制工程,全日制,"('研究方向：42(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(801)控制原理
549,,,,,,,,(111)单独考试思想政治理论,(282)单考俄语,(701)单考数学,(926)电子技术基础（单考）
550,,,,,,,,(111)单独考试思想政治理论,(283)单考日语,(701)单考数学,(926)电子技术基础（单考）
551,复旦大学,,,,,,,,,,
552,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(01)人工智能,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
553,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(02)深度学习及其应用,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
554,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(03)智能网络与系统,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
555,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(04)智能化软件工程与系统,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
556,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(05)大数据技术与应用,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
557,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(06)数据科学与工程,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
558,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(07)人机交互与协同计算,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
559,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(08)网络空间安全基础理论与密码学,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
560,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(09)网络与系统安全,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
561,,统考,(024)计算机科学技术学院,(085400)(专业学位)电子信息,(10)数据与应用安全,全日制,"('专业：262(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
562,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(01)光学与光电工程,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(969)光学（二）
563,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(02)智能光电系统工程,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(970)光电测试技术及自动控制原理（二）
564,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(03)电子工程,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(958)电路与系统基础（二）
565,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(04)智慧医学电子,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(958)电路与系统基础（二）
566,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(05)智能感知与通信,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(957)信号与信息系统（二）
567,,统考,(072)信息科学与工程学院,(085400)(专业学位)电子信息,(06)智能微纳系统,全日制,"('专业：200(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(971)智能微纳系统基础
568,,统考,(086)工程与应用技术研究院,(085400)(专业学位)电子信息,(01)计算机技术,全日制,"('专业：70(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
569,,统考,(086)工程与应用技术研究院,(085400)(专业学位)电子信息,(02)光学与光电工程,全日制,"('专业：70(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(853)光电测试技术及自动控制原理
570,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(880)光学
571,,统考,(086)工程与应用技术研究院,(085400)(专业学位)电子信息,(03)生物医学工程,全日制,"('专业：70(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(957)信号与信息系统（二）
572,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(958)电路与系统基础（二）
573,,统考,(201)软件学院,(085400)(专业学位)电子信息,(38)软件工程与系统软件Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
574,,统考,(201)软件学院,(085400)(专业学位)电子信息,(39)大数据与数据科学Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
575,,统考,(201)软件学院,(085400)(专业学位)电子信息,(40)人机交互与社会计算Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
576,,统考,(201)软件学院,(085400)(专业学位)电子信息,(41)人工智能平台软件Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
577,,统考,(201)软件学院,(085400)(专业学位)电子信息,(42)分布式人工智能Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
578,,统考,(201)软件学院,(085400)(专业学位)电子信息,(43)大数据分析与应用Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
579,,统考,(201)软件学院,(085400)(专业学位)电子信息,(44)网络与信息安全Ⅰ,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
580,,统考,(201)软件学院,(085400)(专业学位)电子信息,(45)国际化英文项目,全日制,"('专业：50(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)软件工程专业基础综合
589,,统考,(202)微电子学院,(085400)(专业学位)电子信息,(38)集成电路设计与CAD,全日制,"('专业：120(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(881)电子线路与集成电路设计
590,,统考,(202)微电子学院,(085400)(专业学位)电子信息,(39)集成电路器件与工艺,全日制,"('专业：120(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(882)半导体器件原理
591,同济大学,,,,,,,,,,
592,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(01)电子与通信工程,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
593,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(824)通信原理
594,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(825)自动控制原理
595,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(02)电子技术与集成电路工程,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(823)电子学基础
596,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(824)通信原理
597,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(825)自动控制原理
598,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(03)人工智能与自动化工程,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
599,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(812)机械设计
600,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(822)电路分析
601,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(823)电子学基础
602,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(824)通信原理
603,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(825)自动控制原理
604,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(408)计算机学科专业基础综合
605,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(812)机械设计
606,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(822)电路分析
607,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(823)电子学基础
608,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(824)通信原理
609,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(825)自动控制原理
610,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(04)计算机与智能技术,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
611,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(05)农业工程,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(813)机械原理
612,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(816)工程热力学
613,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(818)管理学概论
614,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(819)普通化学与水力学
615,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(820)环境科学与工程基础
616,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(821)材料科学基础
617,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(825)自动控制原理
618,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(839)基础生命科学
619,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(840)生物综合
620,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(813)机械原理
621,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(816)工程热力学
622,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(818)管理学概论
623,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(819)普通化学与水力学
624,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(820)环境科学与工程基础
625,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(821)材料科学基础
626,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(825)自动控制原理
627,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(839)基础生命科学
628,,,,,,,,(101)思想政治理论,(201)英语一,(302)数学二,(840)生物综合
629,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(813)机械原理
630,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(816)工程热力学
631,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(818)管理学概论
632,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(819)普通化学与水力学
633,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(820)环境科学与工程基础
634,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(821)材料科学基础
635,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(825)自动控制原理
636,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(839)基础生命科学
637,,,,,,,,(101)思想政治理论,(203)日语,(301)数学一,(840)生物综合
638,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(813)机械原理
639,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(816)工程热力学
640,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(818)管理学概论
641,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(819)普通化学与水力学
642,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(820)环境科学与工程基础
643,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(821)材料科学基础
644,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(825)自动控制原理
645,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(839)基础生命科学
646,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(840)生物综合
647,,统考,(080)电子与信息工程学院,(085400)(专业学位)电子信息,(06)电子信息（中德平台）,全日制,"('专业：85(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
648,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(822)电路分析
649,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(824)通信原理
650,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(825)自动控制原理
651,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(408)计算机学科专业基础综合
652,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(822)电路分析
653,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(824)通信原理
654,,,,,,,,(101)思想政治理论,(242)德语,(301)数学一,(825)自动控制原理
656,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(824)通信原理
657,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(825)自动控制原理
658,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
660,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(824)通信原理
661,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(825)自动控制原理
662,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
664,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(812)机械设计
665,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)电路分析
666,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(823)电子学基础
667,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(824)通信原理
668,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(825)自动控制原理
669,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
671,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
673,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(818)管理学概论
674,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)电路分析
675,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(823)电子学基础
676,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(824)通信原理
677,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(825)自动控制原理
678,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
680,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(816)工程热力学
681,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(818)管理学概论
682,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(819)普通化学与水力学
683,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(820)环境科学与工程基础
684,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(821)材料科学基础
685,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(825)自动控制原理
686,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(839)基础生命科学
687,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(840)生物综合
688,,,,,,,,(101)思想政治理论,(203)日语,(302)数学二,(888)工程能力综合
689,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(813)机械原理
690,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(816)工程热力学
691,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(818)管理学概论
692,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(819)普通化学与水力学
693,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(820)环境科学与工程基础
694,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(821)材料科学基础
695,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(825)自动控制原理
696,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(839)基础生命科学
697,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(840)生物综合
698,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(888)工程能力综合
699,上海交通大学,,,,,,,,,,
700,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(01)控制工程（自动化系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
701,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(816)自动控制理论
702,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(819)信号系统与信号处理
703,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(820)微型计算机原理与应用
704,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(02)计算机与大数据技术（计算机系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
705,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(03)电子与通信工程（电子工程系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(819)信号系统与信号处理
706,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(863)电磁场与微波技术
707,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(874)半导体物理与器件基础
708,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(04)仪器仪表工程（仪器系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(817)自动控制原理
709,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(821)传感器与检测技术
710,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(827)材料科学基础
711,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(831)生物化学（自命题）
712,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(837)高分子化学与高分子物理
713,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(838)有机化学
714,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(05)网络空间安全（网安学院招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(823)信息安全基础综合
715,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(06)软件工程（软件学院招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(825)软件学科基础
716,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(07)电子与通信工程（微纳系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(821)传感器与检测技术
717,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(827)材料科学基础
718,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(829)电磁学和量子力学
719,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(874)半导体物理与器件基础
720,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(08)集成电路工程（微纳系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(817)自动控制原理
721,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(819)信号系统与信号处理
722,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(822)基本电路理论
723,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(874)半导体物理与器件基础
724,,统考,(030)电子信息与电气工程学院,(085400)(专业学位)电子信息,(09)人工智能（计算机系招生）,全日制,"('专业：391(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
725,,统考,(082)生物医学工程学院（含Med-X研究院）,(085400)(专业学位)电子信息,(01)生物医学工程,全日制,"('专业：16(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
726,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(815)控制理论基础
727,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(819)信号系统与信号处理
728,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(820)微型计算机原理与应用
729,,统考,(260)上海交大-巴黎高科卓越工程师学院,(085400)(专业学位)电子信息,(01)不分研究方向,全日制,"('专业：0(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(800)仅从推免生选拔
730,南京大学,,,,,,,,,,
731,,统考,(015)工程管理学院,(085400)(专业学位)电子信息,(01)控制工程,全日制,"('专业：12(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(961)自动控制原理一（经典80%、现代20%）
732,,统考,(022)物理学院,(085400)(专业学位)电子信息,(01)光学工程,全日制,"('专业：8(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(802)普通物理一（含力学、热学、光学、电磁学）
733,,统考,(023)电子科学与工程学院,(085400)(专业学位)电子信息,(01)电子与通信工程,全日制,"('专业：90(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(851)信号与系统
734,,统考,(023)电子科学与工程学院,(085400)(专业学位)电子信息,(02)集成电路工程,全日制,"('专业：90(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(851)信号与系统
735,,统考,(023)电子科学与工程学院,(085400)(专业学位)电子信息,(03)微波与无线通信工程,全日制,"('专业：90(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(851)信号与系统
736,,统考,(032)软件学院,(085400)(专业学位)电子信息,(01)软件工程,全日制,"('专业：140(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(842)数据结构、软件工程、操作系统和计算机网络
737,,统考,(033)计算机科学与技术系,(085400)(专业学位)电子信息,(01)计算机技术,全日制,"('专业：40(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
738,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(01)光学工程—激光工程,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
739,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(02)光学工程—量子信息工程,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
740,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(03)光学工程—光通信系统关键器件及其应用,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
741,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(04)光学工程—光伏技术及应用,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
742,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(05)光学工程—光传感及检测技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
743,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(06)光学工程—微纳光学,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
744,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(07)光学工程—液晶光学器件,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
745,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(08)光学工程—光电子器件和集成光子学,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
746,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(09)光学工程—量子光学,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
747,,统考,(034)现代工程与应用科学学院,(085400)(专业学位)电子信息,(10)光学工程—非线性光学,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(869)光学原理
748,东南大学,,,,,,,,,,
749,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(01)电路与系统,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(920)专业基础综合(信号与系统、数字电路)
750,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(02)电磁场与微波技术,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(921)电磁场与电磁波
751,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(03)通信与信息系统,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(920)专业基础综合(信号与系统、数字电路)
752,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(04)信号与信息处理,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(920)专业基础综合(信号与系统、数字电路)
753,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(05)通信芯片与微系统（无锡）,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(920)专业基础综合(信号与系统、数字电路)
754,,统考,(004)信息科学与工程学院,(085400)(专业学位)电子信息,(06)海洋信息工程,全日制,"('专业：92(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(920)专业基础综合(信号与系统、数字电路)
755,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(921)电磁场与电磁波
756,,统考,(006)电子科学与工程学院,(085400)(专业学位)电子信息,(01)先进光子技术,全日制,"('专业：7(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(932)光学
757,,统考,(006)电子科学与工程学院,(085400)(专业学位)电子信息,(02)显示科学与技术,全日制,"('专业：7(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(932)光学
758,,统考,(008)自动化学院,(085400)(专业学位)电子信息,(01)复杂系统与控制,全日制,"('专业：24(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
759,,统考,(008)自动化学院,(085400)(专业学位)电子信息,(02)检测技术与智能化仪器,全日制,"('专业：24(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
760,,统考,(008)自动化学院,(085400)(专业学位)电子信息,(03)智能机器人,全日制,"('专业：24(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
761,,统考,(008)自动化学院,(085400)(专业学位)电子信息,(04)人工智能与模式识别,全日制,"('专业：24(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
762,,统考,(008)自动化学院,(085400)(专业学位)电子信息,(05)先进制造,全日制,"('专业：24(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(934)电路
763,,统考,(009)计算机科学与工程学院,(085400)(专业学位)电子信息,(01)计算机技术,全日制,"('专业：23(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(935)计算机专业基础
764,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(01)生物信息技术,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
765,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(02)医学图像与医学电子学,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
766,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(03)医学信息学及工程,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
767,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(04)生物传感与生物电子学,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
768,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(05)生物光子技术,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
769,,统考,(011)生物科学与医学工程学院,(085400)(专业学位)电子信息,(06)神经信息工程,全日制,"('专业：1(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(937)生物信号处理
